#
 0,              dumb,20,  0.50,  0.00,  -------*--         |                   
 0,             smart,20,  0.50,  0.02, ------  *--         |                   
 0,              dumb,30,  0.50,  0.00,       --*---        |                   
 0,             smart,30,  0.50,  0.05,  ---    *-          |                   
 0,              dumb,40,  0.50,  0.02,    ---  *-          |                   
 0,             smart,40,  0.50,  0.04,  ----   *           |                   
 0,              dumb,50,  0.50,  0.02,    -----*----       |                   
 0,             smart,50,  0.50,  0.05,  ---    *           |                   
#
 1,          asIs,100000,  0.70,  0.12,               --    *   ---             
